15,52,MAR 04,OPA070-LANGLEY LANGLEY BC,10.28
0,0,MAR 04,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,2.10
1,2,MAR 04,SHELL 6511 HASTINGS ST BURNABY BC,20.00
2,4,MAR 05,SUSHI TOWN RESTAURANT NORTH VANCOUVBC,14.12
3,6,MAR 06,WAL-MART SUPERCENTER#3057VANCOUVER BC,1.08
4,8,MAR 06,SUSHI TOWN RESTAURANT NORTH VANCOUVBC,16.91
5,10,MAR 06,SUSHI TOWN RESTAURANT NORTH VANCOUVBC,11.45
6,12,MAR 06,ESSO 3965 NORTH ROAD BURNABY BC,40.00
7,14,MAR 08,SUSHI CALIFORNIA COQUITLAM BC,10.45
8,16,MAR 09,SUSHI CALIFORNIA COQUITLAM BC,10.45
9,18,MAR 12,WAL-MART SUPERCENTER#3057VANCOUVER BC,11.52
10,20,MAR 12,STARBUCKS SFU 67355 BURNABY BC,2.00
11,22,MAR 13,CHURCH'S CHICKEN VANCOUVER BC,6.05
12,24,MAR 13,PINE SUSHI SQUARE NORTH VANCOUVBC,7.16
13,26,MAR 14,KOYA JAPAN BURNABY BC,8.18
14,28,MAR 14,STARBUCKS SFU 67355 BURNABY BC,2.00
15,30,MAR 14,ESSO 3965 NORTH ROAD BURNABY BC,40.00
16,32,MAR 14,MCDONALD'S #1449 Q04 COQUITLAM BC,1.88
17,34,MAR 15,G&J FOOD BURNABY BC,8.40
18,36,MAR 15,PIZZA HUT BURNABY BC,13.64
0,0,MAR 17,SIMON FRASER UNIVERSITY BURNABY BC,5.00
1,2,MAR 17,SIMON FRASER UNIVERSITY BURNABY BC,5.00
2,4,MAR 18,SUSHI TOWN RESTAURANT NORTH VANCOUVBC,10.45
3,6,MAR 18,MCDONALD'S #21433 NEW WESTMINSTBC,6.39
4,8,MAR 18,STARBUCKS SFU 67355 BURNABY BC,2.00
5,10,MAR 19,WAL-MART SUPERCENTER#3057VANCOUVER BC,2.24
6,12,MAR 19,CHARTWELLS - #67358 BURNABY BC,2.00
7,14,MAR 19,TOMMY HILFIGER #0720 NEW WESTMINSTBC,54.49
8,16,MAR 19,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,4.65
9,18,MAR 19,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,2.10
10,20,MAR 20,WAL-MART SUPERCENTER#3057VANCOUVER BC,4.00
11,22,MAR 20,STARBUCKS 04440 N VANCOUVER BC,2.00
12,24,MAR 20,PAYMENT - THANK YOU / PAIEMENT - MERCI,-586.57
13,26,MAR 20,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,1.88
14,28,MAR 20,PINE SUSHI SQUARE NORTH VANCOUVBC,9.87
15,30,MAR 20,MCDONALD'S #21433 NEW WESTMINSTBC,4.29
16,32,MAR 20,ESSO 3965 NORTH ROAD BURNABY BC,43.61
17,34,MAR 21,STARBUCKS SFU 67355 BURNABY BC,2.00
18,36,MAR 21,KOYA JAPAN BURNABY BC,9.85
0,0,SEP 02,FAMOUS PLAYER 1412QPS COQUITLAM BC,3.34
1,2,SEP 02,THRIFTY FOODS 9474 VANCOUVER BC,7.69
2,4,SEP 02,WAL-MART SUPERCENTER#3008BURNABY BC,0.98
3,6,SEP 02,ESSO 3965 NORTH ROAD BURNABY BC,40.00
4,8,SEP 03,TENTATSU BURNABY BC,27.72
5,10,SEP 04,WAL-MART SUPERCENTER#3057VANCOUVER BC,6.51
6,12,SEP 04,GROUPON CANADAINC 877-788-7858 QC,40.00
7,14,SEP 05,WAL-MART SUPERCENTER#3008BURNABY BC,6.65
8,16,SEP 05,DRIVE BADMINTON CENTRE RICHMOND BC,14.00
9,18,SEP 05,MCDONALD'S #12417 QPS COQUITLAM BC,2.09
10,20,SEP 06,SFU BOOKSTORE BURNABY BURNABY BC,158.83
11,22,SEP 07,HOUSE OF TOFU SOUP BURNABY BC,13.89
12,24,SEP 08,SHAW CABLESYSTEMS CALGARY AB,44.77
13,26,SEP 09,BUBBLE WAFFLE HOUSE BURNABY BC,8.35
14,28,SEP 09,WAL-MART SUPERCENTER#1205SURREY BC,25.32
15,30,SEP 09,SFU BOOKSTORE BURNABY BURNABY BC,265.65
16,32,SEP 09,TEXTBOOKRENTAL.CA OTTAWA ON,112.49
17,34,SEP 09,STARBUCKS 04941 SURREY BC,2.00
18,36,SEP 09,BEST SUSHI N KITCHEN COQUITLAM BC,33.32
0,0,JUL 27,STARBUCKS SFU 67355 BURNABY BC,2.10
1,4,JUL 28,ESSO 3965 NORTH ROAD BURNABY BC,20.00
2,8,JUL 29,SFU BOOKSTORE BURNABY BURNABY BC,0.84
3,12,JUL 30,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,1.05
4,15,JUL 30,A&W CAPILANO MALL NORTH VANCOUVBC,6.62
5,19,JUL 31,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,1.05
6,23,JUL 31,ESSO 3965 NORTH ROAD BURNABY BC,20.00
7,27,JUL 31,A&W CAPILANO MALL NORTH VANCOUVBC,6.28
8,30,AUG 01,SAVE ON FOODS #2221 BURNABY BC,11.36
9,34,AUG 01,SUSHI CALIFORNIA COQUITLAM BC,6.64
10,38,AUG 02,WAL-MART SUPERCENTER#3057VANCOUVER BC,0.17
11,42,AUG 02,WAL-MART SUPERCENTER#3057VANCOUVER BC,1.08
12,45,AUG 02,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,1.05
13,48,AUG 03,BEST BUY #941 RICHMOND BC,336.44
14,50,AUG 03,ESSO 3965 NORTH ROAD BURNABY BC,40.00
15,52,AUG 04,STARBUCKS SFU 67355 BURNABY BC,4.78
0,0,APR 26,DENNY'S 03-089 COQUITL COQUITLAM BC,10.26
1,4,APR 26,ESSO 3965 NORTH ROAD BURNABY BC,40.00
2,8,APR 27,WAL-MART SUPERCENTER#3057VANCOUVER BC,224.01
3,12,APR 28,"TREO, PORT MANN BRIDGE TOCOQUITLAM BC",10.90
4,15,APR 28,BELL MOBILITY VERDUN QC,186.83
5,19,APR 28,PHO 51 PORT COQUITLABC,11.77
6,23,APR 29,TIM HORTONS 3965 QTH PORT COQUITLABC,2.30
7,27,APR 29,ESSO 3965 NORTH ROAD BURNABY BC,40.00
8,30,MAY 02,PINE SUSHI SQUARE NORTH VANCOUVBC,8.51
9,34,MAY 03,WAL-MART SUPERCENTER#1112PORT COUQUITLBC,6.79
10,38,MAY 04,SHAW CABLESYSTEMS CALGARY AB,23.44
11,42,MAY 05,PLAYSTATION SONYENTERT 800-345-7669 ON,19.99
12,45,MAY 06,FONG HOLDINGS LTD - AUTO BURNABY BC,7.50
13,48,MAY 06,NIKE FACTORY OUTLET MC RICHMOND BC,-20.15
14,50,MAY 06,PETROCAN-710 SE MARINE DRVANCOUVER BC,40.00
15,52,MAY 07,WAL-MART SUPERCENTER#3057VANCOUVER BC,1.08
0,0,MAY 07,WAL-MART SUPERCENTER#3057VANCOUVER BC,9.95
1,2,MAY 07,WAL-MART SUPERCENTER#3057VANCOUVER BC,1.52
2,4,MAY 07,NIKE FACTORY OUTLET MC RICHMOND BC,43.64
3,6,MAY 07,UNDER ARMOUR VANCOUVER RICHMOND BC,60.45
4,8,MAY 07,LINDT & SPRUNGLI RICHMOND BC,6.24
5,10,MAY 07,STARBUCKS 04440 N VANCOUVER BC,2.59
6,12,MAY 07,SAVE ON FOODS #2249 N VANCOUVER BC,8.43
7,14,MAY 08,FIVE GUYS BURGERS FRI PORT COQUITLABC,4.92
8,16,MAY 08,WAL-MART SUPERCENTER#1112PORT COUQUITLBC,1.31
9,18,MAY 08,MCDONALD'S #40343 PORT COQUITLABC,1.05
10,20,MAY 08,MCDONALD'S #40343 PORT COQUITLABC,1.05
11,22,MAY 09,SAVE ON FOODS #2249 N VANCOUVER BC,6.21
12,24,MAY 09,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,1.05
13,26,MAY 09,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,1.05
14,28,MAY 10,SUSHI TOWN RESTAURANT NORTH VANCOUVBC,10.45
15,30,MAY 10,STARBUCKS 04440 N VANCOUVER BC,2.33
16,32,MAY 10,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,1.05
17,34,MAY 11,SAFEWAY #4917 NEW WESTMINSTBC,5.09
18,36,MAY 11,SIMON FRASER UNIVERSITY BURNABY BC,3.25
0,0,APR 03,APL* ITUNES.COM/BILL 800-676-2775 ON,1.29
1,4,APR 05,ESSO 3965 NORTH ROAD BURNABY BC,40.00
2,8,APR 13,MUNDIES ROYAL CITY TOWINBURNABY BC,113.07
3,12,APR 13,BONNY'S TAXI QC 89 BURNABY BC,17.70
4,15,APR 17,WAL-MART SUPERCENTER#3008BURNABY BC,5.60
5,19,APR 18,WAL-MART SUPERCENTER#3008BURNABY BC,10.22
6,23,APR 18,ESSO 3965 NORTH ROAD BURNABY BC,40.00
7,27,APR 20,PLAYSTATION SONYENTERT 800-345-7669 ON,14.99
8,30,APR 20,PHO LICIOUS RICHMOND BC,7.25
9,33,APR 20,SIMON FRASER UNIVERSITY BURNABY BC,5.00
10,35,APR 20,SIMON FRASER UNIVERSITY BURNABY BC,5.00
11,37,APR 21,IMPARK00010123U VANCOUVER BC,5.00
0,0,JUN 27,KFC/TACO BELL #1840 DELTA BC,8.91
1,4,JUN 27,ESSO 3965 NORTH ROAD BURNABY BC,20.00
2,8,JUN 28,WAL-MART SUPERCENTER#5838SURREY BC,1.33
3,12,JUN 28,WAL-MART SUPERCENTER#5838SURREY BC,25.73
4,15,JUN 28,NORDEL SUSHI SURREY BC,14.38
5,19,JUN 30,QUESADA BURRITOS AND TACOBURNABY BC,9.02
6,23,JUN 30,DENNY'S 03-071 VANCOUV VANCOUVER BC,15.70
7,27,JUN 30,STARBUCKS 00174 VANCOUVER BC,2.00
8,30,JUN 30,CHEVRON 496 E COLUMBIA S NEW WESTMINSTBC,20.18
9,34,JUL 01,MCDONALD'S #14908 BURNABY BC,1.05
10,38,JUL 01,SHAW CABLESYSTEMS CALGARY AB,89.12
11,42,JUL 02,KFC/TACO BELL #1840 DELTA BC,7.63
12,45,JUL 02,MCDONALD'S #40141 SURREY BC,1.05
13,48,JUL 03,WAL-MART SUPERCENTER#5838SURREY BC,1.40
14,50,JUL 03,WAL-MART SUPERCENTER#5838SURREY BC,1.33
15,52,JUL 03,NORDEL SUSHI SURREY BC,14.79
0,0,JUL 04,ESSO 3965 NORTH ROAD BURNABY BC,20.00
1,2,JUL 05,TACOREANO RESTAURANT COQUITLAM BC,23.10
2,4,JUL 08,SHELL 5 8 AVE NEW WESTMINSTBC,20.00
3,6,JUL 10,WAL-MART SUPERCENTER#3057VANCOUVER BC,21.94
4,8,JUL 10,ESSO 3965 NORTH ROAD BURNABY BC,40.00
5,10,JUL 11,ESSO 3965 NORTH ROAD BURNABY BC,4.50
6,12,JUL 12,WAL-MART SUPERCENTER#1112PORT COUQUITLBC,3.10
7,14,JUL 12,MCDONALD'S #40343 PORT COQUITLABC,1.05
8,16,JUL 15,ALDO #1036 BURNABY BC,39.20
9,18,JUL 15,EBISU ON ROBSON VANCOUVER BC,37.19
10,20,JUL 15,WAL-MART SUPERCENTER#3008BURNABY BC,15.01
11,22,JUL 15,PAYMENT - THANK YOU / PAIEMENT - MERCI,-664.77
12,24,JUL 16,WAL-MART SUPERCENTER#3057VANCOUVER BC,1.13
13,26,JUL 17,WAL-MART SUPERCENTER#3057VANCOUVER BC,5.05
14,28,JUL 17,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,3.85
15,30,JUL 17,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,1.05
16,32,JUL 18,7-ELEVEN #17759 D2821 COQUITLAM BC,1.77
17,34,JUL 18,ESSO 3965 NORTH ROAD BURNABY BC,4.50
18,36,JUL 18,VINCI PARK - CANADA PLACEVANCOUVER BC,9.00
