2,4,SEP 01,A&W #0396 NEW WESTMINSTBC,4.20
3,6,SEP 01,MCDONALD'S #40094 NEW WESTMINSTBC,4.50
4,8,SEP 02,HI DOZO JAPANESE RESTAURANEW WESTMINSTBC,4.15
5,10,SEP 02,VANCOUVER AIRPORT PARK RICHMOND BC,8.00
6,12,SEP 02,ESSO 3965 NORTH ROAD BURNABY BC,40.00
7,14,SEP 03,MCDONALD'S #40094 NEW WESTMINSTBC,5.76
8,16,SEP 03,MCDONALD'S #40094 NEW WESTMINSTBC,1.56
9,18,SEP 04,MCDONALD'S #40094 NEW WESTMINSTBC,4.60
10,20,SEP 04,A&W #0396 NEW WESTMINSTBC,2.10
11,22,SEP 04,A&W #0709 VANCOUVER BC,4.73
12,24,SEP 05,MCDONALD'S #40094 NEW WESTMINSTBC,5.24
13,26,SEP 05,MCDONALD'S #40094 NEW WESTMINSTBC,1.56
14,28,SEP 05,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,0.90
15,30,SEP 05,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,7.53
16,32,SEP 06,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,1.80
17,34,SEP 06,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,0.90
18,36,SEP 06,MCDONALD'S #40094 NEW WESTMINSTBC,1.56
0,0,FEB 26,SHELL 4505 CANADA WAY BURNABY BC,20.00
1,4,FEB 27,MCDONALD'S #21433 Q04 N/WESTMINSTERBC,0.53
2,8,FEB 28,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,5.05
3,12,FEB 28,MCDONALD'S #40094 Q04 NEW WESTMINSTBC,0.53
4,15,FEB 28,MCDONALD'S #40094 Q04 NEW WESTMINSTBC,4.50
5,19,FEB 28,VANCOUVER AIRPORT PARK RICHMOND BC,8.00
6,23,MAR 01,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,7.06
7,27,MAR 01,ESSO 736 6TH AVENUE NEW WESTMINSTBC,20.00
8,30,MAR 01,MCDONALD'S #40094 Q04 NEW WESTMINSTBC,4.50
9,34,MAR 03,ESSO 736 6TH AVENUE NEW WESTMINSTBC,40.00
10,38,MAR 03,PAYMENT - THANK YOU / PAIEMENT - MERCI,-592.00
11,42,MAR 04,STARBUCKS CAD EGIFT 8778501977 ME,10.00
12,45,MAR 07,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,2.77
13,48,MAR 07,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,25.94
14,50,MAR 07,FONG HOLDINGS LTD - AUTO BURNABY BC,7.00
15,52,MAR 07,MCDONALD'S #40094 Q04 NEW WESTMINSTBC,6.10
0,0,JUL 25,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,3.33
1,4,JUL 25,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,7.53
2,8,JUL 25,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,0.81
3,12,JUL 26,SHOPPERS DRUG MART #0279 NEW WESTMINSTBC,23.09
4,15,JUL 27,SIMON FRASER UNIVERSITY BURNABY BC,5.00
5,19,JUL 28,SUBWAY 45023 BURNABY BC,5.25
6,23,JUL 28,HI DOZO JAPANESE RESTAURANEW WESTMINSTBC,7.82
7,27,JUL 28,SFU STARBUCKS BURNABY BC,2.00
8,30,JUL 28,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,1.01
9,34,JUL 29,G&J FOOD BURNABY BC,6.30
10,38,JUL 29,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,8.02
11,42,JUL 29,SIMON FRASER UNIVERSITY BURNABY BC,5.00
0,0,AUG 01,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,51.99
1,2,AUG 01,MCDONALD'S #40094 NEW WESTMINSTBC,4.50
2,4,AUG 02,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,22.50
3,6,AUG 02,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,29.21
4,8,AUG 02,MCDONALD'S #40094 NEW WESTMINSTBC,4.50
5,10,AUG 03,NANDO'S QUEENSBOROUGH NEW WESTMINSTBC,7.56
6,12,AUG 03,AGNES BARBER & HAIR STYLIN WESTMINSTERBC,12.50
7,14,AUG 03,IMPARK00012298U NEW WESTMINSTBC,2.00
8,16,AUG 04,7-ELEVEN STORE #25164 VANCOUVER BC,4.47
9,18,AUG 04,PETROCAN-7282 KNIGHT ST. VANCOUVER BC,40.00
10,20,AUG 04,SFU PARKING SERVICES BURNABY BC,60.00
11,22,AUG 04,SFU PARKING SERVICES BURNABY BC,69.88
12,24,AUG 06,SFU BOOKSTORE BURNABY BURNABY BC,11.20
13,26,AUG 06,SASHIMI SUSHI BURNABY BC,6.20
14,28,AUG 07,G&J FOOD BURNABY BC,6.30
15,30,AUG 08,MCDONALD'S #25022 Q04 VANCOUVER BC,6.78
16,32,AUG 08,MCDONALD'S #40094 NEW WESTMINSTBC,1.41
17,34,AUG 09,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,22.18
18,36,AUG 09,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,126.00
0,0,JAN 25,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,14.74
1,4,JAN 27,SFU STARBUCKS BURNABY BC,2.00
2,8,JAN 27,SFU STARBUCKS BURNABY BC,2.00
3,12,JAN 28,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,7.02
4,15,JAN 28,ESSO 736 6TH AVENUE NEW WESTMINSTBC,8.59
5,19,JAN 28,ESSO 736 6TH AVENUE NEW WESTMINSTBC,38.12
6,23,JAN 28,MCDONALD'S #21433 Q04 N/WESTMINSTERBC,1.77
7,27,JAN 29,SFU STARBUCKS BURNABY BC,2.00
8,30,JAN 29,SFU STARBUCKS BURNABY BC,2.00
9,34,JAN 31,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,7.84
10,38,FEB 02,SFU STARBUCKS BURNABY BC,2.00
11,42,FEB 02,GAWON KOREAN RESTAURANT BURNABY BC,7.35
12,45,FEB 03,SUBWAY 45023 BURNABY BC,5.25
13,48,FEB 03,SFU STARBUCKS BURNABY BC,2.00
14,50,FEB 04,GAWON KOREAN RESTAURANT BURNABY BC,7.35
15,52,FEB 05,SUBWAY 45023 BURNABY BC,5.25
0,0,JUN 25,A&W #0711 NEW WESTMINSTBC,4.20
1,4,JUN 26,A&W #0711 NEW WESTMINSTBC,3.68
2,8,JUN 26,G&J FOOD BURNABY BC,5.25
3,12,JUN 26,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,32.66
4,15,JUN 27,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,2.67
5,19,JUN 27,URBAN PLANET 1386 BURNABY BC,1.17
6,23,JUN 27,TIM HORTONS 2757 QTH NEW WESTMINSTBC,2.85
7,27,JUN 28,THE KEG DUNSMUIR VANCOUVER BC,23.28
8,30,JUN 28,TRANSLINK FARE PURCHAS N WESTMINSTERBC,2.75
9,34,JUN 28,A&W #0396 NEW WESTMINSTBC,4.20
10,38,JUN 28,MCDONALD'S #1449 Q04 COQUITLAM BC,2.09
11,42,JUN 29,CHARTWELLSSFURAVEQPS BURNABY BC,2.85
12,45,JUN 29,TRANSLINK FARE PURCHAS N WESTMINSTERBC,2.75
13,48,JUN 29,G&J FOOD BURNABY BC,5.25
14,50,JUN 29,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,31.30
15,52,JUN 30,KOYA JAPAN BURNABY BC,7.76
0,0,JUL 01,ESSO 736 6TH AVENUE NEW WESTMINSTBC,40.00
1,2,JUL 01,MCDONALD'S #40094 NEW WESTMINSTBC,2.10
2,4,JUL 02,TIM HORTONS #2257 NEWWESTMINSTEBC,2.72
3,6,JUL 02,MCDONALD'S #21433 NEW WESTMINSTBC,1.05
4,8,JUL 03,DESI TURKA INDIAN CUISINEBURNABY BC,18.84
5,10,JUL 03,G&J FOOD BURNABY BC,6.30
6,12,JUL 03,MCDONALD'S #21433 NEW WESTMINSTBC,1.05
7,14,JUL 04,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,2.46
8,16,JUL 04,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,19.61
9,18,JUL 05,WALMART PORTRAITS25777 NEW WESTMINSTBC,27.99
10,20,JUL 05,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,5.82
11,22,JUL 05,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,11.65
12,24,JUL 05,PAYMENT - THANK YOU / PAIEMENT - MERCI,-298.38
13,26,JUL 06,G&J FOOD BURNABY BC,6.30
14,28,JUL 06,MCDONALD'S #21433 NEW WESTMINSTBC,1.05
15,30,JUL 07,CITY OF NEW WESTMINSTE 604-527-4646 BC,25.00
16,32,JUL 07,G&J FOOD BURNABY BC,6.30
17,34,JUL 07,MCDONALD'S #21433 NEW WESTMINSTBC,1.05
18,36,JUL 08,SAVE ON FOODS #919 NEW WESTMINSTBC,7.20
0,0,SEP 26,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,93.79
1,4,SEP 26,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,-67.29
2,8,SEP 26,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,15.30
3,12,SEP 27,WAL-MART SUPERCENTER#3008BURNABY BC,8.77
4,15,SEP 28,APL* ITUNES.COM/BILL 800-676-2775 ON,2.56
5,19,SEP 28,MCDONALD'S #21433 NEW WESTMINSTBC,1.88
6,23,SEP 29,ESSO 3965 NORTH ROAD BURNABY BC,40.00
7,27,SEP 29,MCDONALD'S #40094 NEW WESTMINSTBC,4.03
8,30,SEP 30,SHOPPERS DRUG MART #0279 NEW WESTMINSTBC,2.95
9,34,OCT 01,MCDONALD'S #21433 NEW WESTMINSTBC,1.88
10,38,OCT 02,SFU BOOKSTORE BURNABY BURNABY BC,50.97
11,42,OCT 02,MCDONALD'S #21433 NEW WESTMINSTBC,1.88
12,45,OCT 03,CIBC TORONTO,-2500.00
13,48,OCT 03,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,1.93
14,50,OCT 03,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,10.65
15,52,OCT 03,MCDONALD'S #40094 NEW WESTMINSTBC,4.50
0,3,NOV 01 NOV 02,STARBUCKS 00181 N WESTMINSTERBC,4.46
1,7,NOV 02 NOV 03,TIM HORTONS #2257 WESTMINSTER BC,2.15
2,10,NOV 02 NOV 03,SFU STARBUCKS BURNABY BC,2.00
3,12,NOV 02 NOV 03,ESSO 3965 NORTH ROAD BURNABY BC,20.00
4,14,NOV 02 NOV 03,MCDONALD'S #14908 BURNABY BC,5.53
5,16,NOV 02 NOV 03,MCDONALD'S #40255 NEW WESTMINSTBC,1.88
6,18,NOV 03 NOV 04,TIM HORTONS #2257 WESTMINSTER BC,2.01
7,20,NOV 03 NOV 04,MCDONALD'S #14908 BURNABY BC,5.01
8,22,NOV 04 NOV 04,CHARTWELLS - #67358 BURNABY BC,2.36
9,24,NOV 04 NOV 04,CHARTWELLS - #67358 BURNABY BC,2.00
10,26,NOV 04 NOV 05,CHARTWELLS - #67358 BURNABY BC,2.00
11,28,NOV 04 NOV 05,QUESADA BURRITOS AND TACOBURNABY BC,7.02
12,30,NOV 04 NOV 05,ESSO 3965 NORTH ROAD BURNABY BC,20.00
13,32,NOV 05 NOV 05,CHARTWELLSSFURAVEQPS BURNABY BC,2.09
14,34,NOV 05 NOV 06,CHARTWELLS - #67358 BURNABY BC,2.00
15,36,NOV 05 NOV 06,MCDONALD'S #40255 NEW WESTMINSTBC,4.80
16,38,NOV 06 NOV 06,CHARTWELLS - #67358 BURNABY BC,2.00
17,40,NOV 06 NOV 09,CHARTWELLS - #67358 BURNABY BC,2.00
18,42,NOV 06 NOV 09,SFU BOOKSTORE BURNABY BURNABY BC,11.20
0,0,NOV 07,DADDYS DELIGHT PIZZA RICHMOND BC,9.50
1,2,NOV 07,BC LIQUOR #097 NEW WESTMINSTBC,58.74
2,4,NOV 08,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,3.97
3,6,NOV 08,ESSO 3965 NORTH ROAD BURNABY BC,40.00
4,8,NOV 08,MCDONALD'S #40094 NEW WESTMINSTBC,3.77
5,10,NOV 09,CHARTWELLS - #67358 BURNABY BC,2.00
6,12,NOV 09,TIM HORTONS #2257 WESTMINSTER BC,2.51
7,14,NOV 09,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,38.25
8,16,NOV 09,STARBUCKS SFU 67355 BURNABY BC,2.00
9,18,NOV 09,MCDONALD'S #40094 NEW WESTMINSTBC,4.50
10,20,NOV 10,PIZZA HUT #31105 NEW WESTMINSTBC,20.95
11,22,NOV 10,SHELL 5 8 AVE NEW WESTMINSTBC,50.00
12,24,NOV 11,A&W #0396 NEW WESTMINSTBC,4.20
13,26,NOV 11,GNC #04282 NEW WESTMINSTBC,46.19
14,28,NOV 11,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,1.00
15,30,NOV 13,CHARTWELLSSFURAVEQPS BURNABY BC,2.09
16,32,NOV 13,MONEY'S BEAUTY HAIR SA BURNABY BC,5.25
17,34,NOV 13,CALVIN KLEIN #0418 RICHMOND BC,-44.52
18,36,NOV 14,A&W #0709 VANCOUVER BC,4.73
0,0,DEC 07,PIZZA HUT BURNABY BC,13.65
1,2,DEC 08,STARBUCKS SFU 67355 BURNABY BC,2.00
2,4,DEC 08,STARBUCKS SFU 67355 BURNABY BC,2.00
3,6,DEC 09,SUSHI CALIFORNIA COQUITLAM BC,2.52
4,8,DEC 09,WAL-MART SUPERCENTER#3057VANCOUVER BC,1.08
5,10,DEC 09,A&W RESTAURANT 0744 NORTH VANCOUVBC,4.73
6,12,DEC 09,CHEVRON 7009 E HASTINGS BURNABY BC,30.78
7,14,DEC 10,NESTERS MARKET #80063 BURNABY BC,14.99
8,16,DEC 10,STARBUCKS SFU 67355 BURNABY BC,2.00
9,18,DEC 10,MCDONALD'S #12135 Q04 COQUITLAM BC,8.36
10,20,DEC 11,DENNY'S 03-089 COQUITL COQUITLAM BC,17.70
11,22,DEC 11,WAL-MART SUPERCENTER#3057VANCOUVER BC,2.87
12,24,DEC 11,PAYMENT - THANK YOU / PAIEMENT - MERCI,-713.01
13,26,DEC 12,WAL-MART SUPERCENTER#3057VANCOUVER BC,8.62
14,28,DEC 12,APL* ITUNES.COM/BILL 800-676-2775 ON,1.33
15,30,DEC 12,PINE SUSHI SQUARE NORTH VANCOUVBC,9.16
16,32,DEC 13,ESSO 3965 NORTH ROAD BURNABY BC,40.00
17,34,DEC 13,MCDONALD'S #1449 Q04 COQUITLAM BC,1.46
18,36,DEC 14,CHARTWELLSSFUWHITQPS BURNABY BC,5.24
0,0,DEC 16,STARBUCKS SFU 67355 BURNABY BC,2.00
1,2,DEC 16,RYL COLUMBIAN HOSP QPS NEW WESTMINSTBC,5.13
2,4,DEC 16,WAL-MART SUPERCENTER#3057VANCOUVER BC,2.10
3,6,DEC 16,WAL-MART SUPERCENTER#3057VANCOUVER BC,14.71
4,8,DEC 17,WAL-MART SUPERCENTER#1192NEW WESTMINSTBC,8.62
5,10,DEC 17,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,22.40
6,12,DEC 17,MCDONALD'S #21433 NEW WESTMINSTBC,9.50
7,14,DEC 18,CINEPLEX ENTERTAINMENT 416-323-6600 ON,17.50
8,16,DEC 18,QUESADA BURRITOS AND TACOBURNABY BC,7.02
9,18,DEC 18,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,2.91
10,20,DEC 18,CHEVRON 7009 E HASTINGS BURNABY BC,46.44
11,22,DEC 19,THE CRISPY COD NORTH VANCOUVBC,4.20
12,24,DEC 19,DENNY'S 03-089 COQUITL COQUITLAM BC,13.84
13,26,DEC 20,PAYMENT - THANK YOU / PAIEMENT - MERCI,-75.00
14,28,DEC 20,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,25.00
15,30,DEC 20,MCDONALD'S #14910 Q04 NORTH VANCOUVBC,3.00
16,32,DEC 20,PINE SUSHI SQUARE NORTH VANCOUVBC,9.81
17,34,DEC 21,TELUS MOBILITY SCARBOROUGH ON,255.39
18,36,DEC 21,WAL-MART SUPERCENTER#3057VANCOUVER BC,1.08
